uid1,uid2,ds,dt,tile_hash,dist_apart,time_diff,lat1,lat2,lon1,lon2,t1,t2
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239469200,0.0,0.0,39.99992,39.99992,116.327416,116.327416,1239470074.999996,1239470074.999996
000,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239469200,19.04487863599395,17.00000309944153,39.99992,39.999873,116.327416,116.327201,1239470074.999996,1239470091.999999
000,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239469200,24.18091325808366,23.00000810623169,39.99992,40.000127,116.327416,116.327503,1239470074.999996,1239470098.000004
003,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239469200,19.04487863599395,17.00000309944153,39.99992,39.999873,116.327416,116.327201,1239470074.999996,1239470091.999999
003,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239469200,24.18091325808366,23.00000810623169,39.99992,40.000127,116.327416,116.327503,1239470074.999996,1239470098.000004
004,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239469200,38.20265179241509,6.000005006790161,39.999873,40.000127,116.327201,116.327503,1239470091.999999,1239470098.000004
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239469200,0.0,0.0,40.001674,40.001674,116.324416,116.324416,1239470275.000003,1239470275.000003
000,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239469200,13.77081052523921,6.9999988079071045,40.001674,40.001791,116.324416,116.324469,1239470275.000003,1239470282.000002
000,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239469200,21.147876104508875,1.9999959468841553,40.001674,40.001683,116.324416,116.324664,1239470275.000003,1239470276.999999
003,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239469200,13.77081052523921,6.9999988079071045,40.001674,40.001791,116.324416,116.324469,1239470275.000003,1239470282.000002
003,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239469200,21.147876104508875,1.9999959468841553,40.001674,40.001683,116.324416,116.324664,1239470275.000003,1239470276.999999
004,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239469200,20.496350238946167,5.000002861022949,40.001791,40.001683,116.324469,116.324664,1239470282.000002,1239470276.999999
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239470400,0.0,0.0,40.006105,40.006105,116.324275,116.324275,1239470405.000001,1239470405.000001
000,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239470400,17.311020346476106,2.999997854232788,40.006105,40.00595,116.324275,116.324294,1239470405.000001,1239470402.000003
000,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239470400,13.345837484379933,2.999997854232788,40.006105,40.005985,116.324275,116.324272,1239470405.000001,1239470402.000003
003,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239470400,17.311020346476106,2.999997854232788,40.006105,40.00595,116.324275,116.324294,1239470405.000001,1239470402.000003
003,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239470400,13.345837484379933,2.999997854232788,40.006105,40.005985,116.324275,116.324272,1239470405.000001,1239470402.000003
004,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239470400,4.31942301534489,0.0,40.00595,40.005985,116.324294,116.324272,1239470402.000003,1239470402.000003
000,003,1000,1200,lat40.01066961007798_lon116.32187065132273_t1239470400,0.0,0.0,40.010671,40.010671,116.321892,116.321892,1239470599.999997,1239470599.999997
000,030,1000,1200,lat40.01066961007798_lon116.32187065132273_t1239470400,32.37665981420674,27.0,40.010671,40.010962,116.321892,116.321905,1239470599.999997,1239470626.999997
003,030,1000,1200,lat40.01066961007798_lon116.32187065132273_t1239470400,32.37665981420674,27.0,40.010671,40.010962,116.321892,116.321905,1239470599.999997,1239470626.999997
000,003,1000,1200,lat40.01066961007798_lon116.3101852075176_t1239470400,0.0,0.0,40.010764,40.010764,116.321815,116.321815,1239470604.999999,1239470604.999999
000,030,1000,1200,lat40.01066961007798_lon116.3101852075176_t1239470400,11.02846604689766,5.000002145767212,40.010764,40.010671,116.321815,116.32186,1239470604.999999,1239470599.999997
003,030,1000,1200,lat40.01066961007798_lon116.3101852075176_t1239470400,11.02846604689766,5.000002145767212,40.010764,40.010671,116.321815,116.32186,1239470604.999999,1239470599.999997
000,003,1000,1200,lat40.01066961007798_lon116.3101852075176_t1239496800,0.0,0.0,40.011236,40.011236,116.321767,116.321767,1239497344.999996,1239497344.999996
000,003,1000,1200,lat40.01066961007798_lon116.32187065132273_t1239496800,0.0,0.0,40.011253,40.011253,116.321928,116.321928,1239497360.000004,1239497360.000004
000,030,1000,1200,lat40.01066961007798_lon116.32187065132273_t1239496800,16.461622512395987,22.000007152557373,40.011253,40.011399,116.321928,116.32196,1239497360.000004,1239497337.999997
003,030,1000,1200,lat40.01066961007798_lon116.32187065132273_t1239496800,16.461622512395987,22.000007152557373,40.011253,40.011399,116.321928,116.32196,1239497360.000004,1239497337.999997
000,003,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239496800,0.0,0.0,40.010253,40.010253,116.322106,116.322106,1239497410.000003,1239497410.000003
000,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239496800,328.96643851584076,207.9999988079071,40.010253,40.007697,116.322106,116.324051,1239497410.000003,1239497618.000002
000,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239496800,30.469647432604443,22.999999046325684,40.010253,40.010492,116.322106,116.321931,1239497410.000003,1239497387.000004
003,004,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239496800,328.96643851584076,207.9999988079071,40.010253,40.007697,116.322106,116.324051,1239497410.000003,1239497618.000002
003,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239496800,30.469647432604443,22.999999046325684,40.010253,40.010492,116.322106,116.321931,1239497410.000003,1239497387.000004
004,030,1000,1200,lat40.00167140971805_lon116.32187065132273_t1239496800,359.4322402775629,230.9999978542328,40.007697,40.010492,116.324051,116.321931,1239497618.000002,1239497387.000004
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239496800,0.0,0.0,40.001574,40.001574,116.324376,116.324376,1239497810.000001,1239497810.000001
000,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239496800,14.765367984080306,6.999999046325684,40.001574,40.001666,116.324376,116.324501,1239497810.000001,1239497803.000002
000,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239496800,9.217392267223238,2.9999990463256836,40.001574,40.001655,116.324376,116.324399,1239497810.000001,1239497807.000002
003,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239496800,14.765367984080306,6.999999046325684,40.001574,40.001666,116.324376,116.324501,1239497810.000001,1239497803.000002
003,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239496800,9.217392267223238,2.9999990463256836,40.001574,40.001655,116.324376,116.324399,1239497810.000001,1239497807.000002
004,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239496800,8.773851085350273,4.0,40.001666,40.001655,116.324501,116.324399,1239497803.000002,1239497807.000002
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239520800,0.0,0.0,40.000017,40.000017,116.327479,116.327479,1239521583.000004,1239521583.000004
000,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239520800,667.5416140887188,293.0,40.000017,39.994057,116.327479,116.326539,1239521583.000004,1239521876.000004
000,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239520800,9.041174451534436,0.0,40.000017,39.999992,116.327479,116.327378,1239521583.000004,1239521583.000004
003,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239520800,667.5416140887188,293.0,40.000017,39.994057,116.327479,116.326539,1239521583.000004,1239521876.000004
003,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239520800,9.041174451534436,0.0,40.000017,39.999992,116.327479,116.327378,1239521583.000004,1239521583.000004
004,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239520800,663.8005464569407,293.0,39.994057,39.999992,116.326539,116.327378,1239521876.000004,1239521583.000004
000,003,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239522000,0.0,0.0,39.993757,39.993757,116.326562,116.326562,1239522498.999999,1239522498.999999
000,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239522000,22.659390717799276,93.00000095367432,39.993757,39.993557,116.326562,116.326511,1239522498.999999,1239522592.0
000,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239522000,28.120012309280746,496.99999809265137,39.993757,39.993835,116.326562,116.326248,1239522498.999999,1239522002.000001
003,004,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239522000,22.659390717799276,93.00000095367432,39.993757,39.993557,116.326562,116.326511,1239522498.999999,1239522592.0
003,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239522000,28.120012309280746,496.99999809265137,39.993757,39.993835,116.326562,116.326248,1239522498.999999,1239522002.000001
004,030,1000,1200,lat39.992673209358124_lon116.32187065132273_t1239522000,38.17753242167981,589.9999990463257,39.993557,39.993835,116.326511,116.326248,1239522592.0,1239522002.000001
000,003,1000,1200,lat39.9836750089982_lon116.32187065132273_t1239522000,0.0,0.0,39.99253,39.99253,116.326852,116.326852,1239522609.000004,1239522609.000004
000,004,1000,1200,lat39.9836750089982_lon116.32187065132273_t1239522000,18.111954146011204,2.000005006790161,39.99253,39.992667,116.326852,116.326737,1239522609.000004,1239522606.999999
000,030,1000,1200,lat39.9836750089982_lon116.32187065132273_t1239522000,25.23271783171864,5.000003099441528,39.99253,39.992648,116.326852,116.326599,1239522609.000004,1239522604.000001
003,004,1000,1200,lat39.9836750089982_lon116.32187065132273_t1239522000,18.111954146011204,2.000005006790161,39.99253,39.992667,116.326852,116.326737,1239522609.000004,1239522606.999999
003,030,1000,1200,lat39.9836750089982_lon116.32187065132273_t1239522000,25.23271783171864,5.000003099441528,39.99253,39.992648,116.326852,116.326599,1239522609.000004,1239522604.000001
004,030,1000,1200,lat39.9836750089982_lon116.32187065132273_t1239522000,11.944468402437401,2.999998092651367,39.992667,39.992648,116.326737,116.326599,1239522606.999999,1239522604.000001
000,003,1000,1200,lat39.9836750089982_lon116.3101852075176_t1239522000,0.0,0.0,39.991398,39.991398,116.321445,116.321445,1239522694.000004,1239522694.000004
000,004,1000,1200,lat39.9836750089982_lon116.3101852075176_t1239522000,19.90362163876506,2.0000040531158447,39.991398,39.991481,116.321445,116.321652,1239522694.000004,1239522692.0
000,030,1000,1200,lat39.9836750089982_lon116.3101852075176_t1239522000,30.789287859966404,4.0,39.991398,39.9915,116.321445,116.321781,1239522694.000004,1239522690.000004
003,004,1000,1200,lat39.9836750089982_lon116.3101852075176_t1239522000,19.90362163876506,2.0000040531158447,39.991398,39.991481,116.321445,116.321652,1239522694.000004,1239522692.0
003,030,1000,1200,lat39.9836750089982_lon116.3101852075176_t1239522000,30.789287859966404,4.0,39.991398,39.9915,116.321445,116.321781,1239522694.000004,1239522690.000004
004,030,1000,1200,lat39.9836750089982_lon116.3101852075176_t1239522000,11.190858477102653,1.9999959468841553,39.991481,39.9915,116.321652,116.321781,1239522692.0,1239522690.000004
000,003,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239522000,0.0,0.0,39.991021,39.991021,116.310038,116.310038,1239522868.999999,1239522868.999999
000,004,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239522000,10.421744308261108,1.9999959468841553,39.991021,39.990987,116.310038,116.310152,1239522868.999999,1239522867.000003
000,030,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239522000,12.17773926281997,1.000002145767212,39.991021,39.990942,116.310038,116.310137,1239522868.999999,1239522867.999997
003,004,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239522000,10.421744308261108,1.9999959468841553,39.991021,39.990987,116.310038,116.310152,1239522868.999999,1239522867.000003
003,030,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239522000,12.17773926281997,1.000002145767212,39.991021,39.990942,116.310038,116.310137,1239522868.999999,1239522867.999997
004,030,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239522000,5.164367371182305,0.9999938011169434,39.990987,39.990942,116.310152,116.310137,1239522867.000003,1239522867.999997
000,003,1000,1200,lat39.992673209358124_lon116.2984997637125_t1239522000,0.0,0.0,39.992778,39.992778,116.309606,116.309606,1239522894.000003,1239522894.000003
000,004,1000,1200,lat39.992673209358124_lon116.2984997637125_t1239522000,36.97844187992046,2.999997854232788,39.992778,39.993103,116.309606,116.309514,1239522894.000003,1239522897.000001
000,030,1000,1200,lat39.992673209358124_lon116.2984997637125_t1239522000,3.540381480337242,0.0,39.992778,39.992767,116.309606,116.309645,1239522894.000003,1239522894.000003
003,004,1000,1200,lat39.992673209358124_lon116.2984997637125_t1239522000,36.97844187992046,2.999997854232788,39.992778,39.993103,116.309606,116.309514,1239522894.000003,1239522897.000001
003,030,1000,1200,lat39.992673209358124_lon116.2984997637125_t1239522000,3.540381480337242,0.0,39.992778,39.992767,116.309606,116.309645,1239522894.000003,1239522894.000003
004,030,1000,1200,lat39.992673209358124_lon116.2984997637125_t1239522000,38.992585908920624,2.999997854232788,39.993103,39.992767,116.309514,116.309645,1239522897.000001,1239522894.000003
000,003,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239522000,0.0,0.0,39.996224,39.996224,116.298476,116.298476,1239523179.000002,1239523179.000002
000,004,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239522000,17.90604902136275,2.999998092651367,39.996224,39.996196,116.298476,116.298269,1239523179.000002,1239523182.0
000,030,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239522000,0.27869807323953233,0.0,39.996224,39.996225,116.298476,116.298473,1239523179.000002,1239523179.000002
003,004,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239522000,17.90604902136275,2.999998092651367,39.996224,39.996196,116.298476,116.298269,1239523179.000002,1239523182.0
003,030,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239522000,0.27869807323953233,0.0,39.996224,39.996225,116.298476,116.298473,1239523179.000002,1239523179.000002
004,030,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239522000,17.674391400744007,2.999998092651367,39.996196,39.996225,116.298269,116.298473,1239523182.0,1239523179.000002
000,003,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239523200,0.0,0.0,39.99443,39.99443,116.298239,116.298239,1239523203.999997,1239523203.999997
000,004,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239523200,22.45570258751359,1.9999959468841553,39.99443,39.994627,116.298239,116.298297,1239523203.999997,1239523202.000001
000,030,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239523200,33.24771960035499,2.999997854232788,39.99443,39.994729,116.298239,116.298237,1239523203.999997,1239523200.999999
003,004,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239523200,22.45570258751359,1.9999959468841553,39.99443,39.994627,116.298239,116.298297,1239523203.999997,1239523202.000001
003,030,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239523200,33.24771960035499,2.999997854232788,39.99443,39.994729,116.298239,116.298237,1239523203.999997,1239523200.999999
004,030,1000,1200,lat39.992673209358124_lon116.28681431990738_t1239523200,12.440369935481518,1.0000019073486328,39.994627,39.994729,116.298297,116.298237,1239523202.000001,1239523200.999999
000,003,1000,1200,lat39.9836750089982_lon116.28681431990738_t1239523200,0.0,0.0,39.992654,39.992654,116.298276,116.298276,1239523229.000001,1239523229.000001
000,004,1000,1200,lat39.9836750089982_lon116.28681431990738_t1239523200,3.357804999283463,2.9999990463256836,39.992654,39.992632,116.298276,116.298303,1239523229.000001,1239523232.0
000,030,1000,1200,lat39.9836750089982_lon116.28681431990738_t1239523200,2.714113217121548,1.0000019073486328,39.992654,39.992673,116.298276,116.298256,1239523229.000001,1239523227.999999
003,004,1000,1200,lat39.9836750089982_lon116.28681431990738_t1239523200,3.357804999283463,2.9999990463256836,39.992654,39.992632,116.298276,116.298303,1239523229.000001,1239523232.0
003,030,1000,1200,lat39.9836750089982_lon116.28681431990738_t1239523200,2.714113217121548,1.0000019073486328,39.992654,39.992673,116.298276,116.298256,1239523229.000001,1239523227.999999
004,030,1000,1200,lat39.9836750089982_lon116.28681431990738_t1239523200,6.067589754162862,4.000000953674316,39.992632,39.992673,116.298303,116.298256,1239523232.0,1239523227.999999
000,003,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239523200,0.0,0.0,39.990951,39.990951,116.29855,116.29855,1239523294.0,1239523294.0
000,004,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239523200,50.730715506641445,6.999998092651367,39.990951,39.991407,116.29855,116.298531,1239523294.0,1239523287.000002
000,030,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239523200,19.340376371137296,1.9999959468841553,39.990951,39.990781,116.29855,116.298502,1239523294.0,1239523295.999996
003,004,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239523200,50.730715506641445,6.999998092651367,39.990951,39.991407,116.29855,116.298531,1239523294.0,1239523287.000002
003,030,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239523200,19.340376371137296,1.9999959468841553,39.990951,39.990781,116.29855,116.298502,1239523294.0,1239523295.999996
004,030,1000,1200,lat39.9836750089982_lon116.2984997637125_t1239523200,69.65185303751636,8.999994039535522,39.991407,39.990781,116.298531,116.298502,1239523287.000002,1239523295.999996
000,003,1000,1200,lat39.97467680863827_lon116.28681431990738_t1239523200,0.0,0.0,39.983607,39.983607,116.290969,116.290969,1239523634.000002,1239523634.000002
000,004,1000,1200,lat39.97467680863827_lon116.28681431990738_t1239523200,13.552575689043469,2.999998092651367,39.983607,39.983522,116.290969,116.290855,1239523634.000002,1239523637.0
000,030,1000,1200,lat39.97467680863827_lon116.28681431990738_t1239523200,6.364883308531882,1.0000019073486328,39.983607,39.983644,116.290969,116.291026,1239523634.000002,1239523633.0
003,004,1000,1200,lat39.97467680863827_lon116.28681431990738_t1239523200,13.552575689043469,2.999998092651367,39.983607,39.983522,116.290969,116.290855,1239523634.000002,1239523637.0
003,030,1000,1200,lat39.97467680863827_lon116.28681431990738_t1239523200,6.364883308531882,1.0000019073486328,39.983607,39.983644,116.290969,116.291026,1239523634.000002,1239523633.0
004,030,1000,1200,lat39.97467680863827_lon116.28681431990738_t1239523200,19.907175862931098,4.0,39.983522,39.983644,116.290855,116.291026,1239523637.0,1239523633.0
000,003,1000,1200,lat39.97467680863827_lon116.27512887610227_t1239523200,0.0,0.0,39.980937,39.980937,116.286345,116.286345,1239523699.000001,1239523699.000001
000,004,1000,1200,lat39.97467680863827_lon116.27512887610227_t1239523200,25.705351964943688,2.000005006790161,39.980937,39.981096,116.286345,116.286564,1239523699.000001,1239523696.999996
000,030,1000,1200,lat39.97467680863827_lon116.27512887610227_t1239523200,41.5488288766568,2.9999990463256836,39.980937,39.981174,116.286345,116.286722,1239523699.000001,1239523696.000002
003,004,1000,1200,lat39.97467680863827_lon116.27512887610227_t1239523200,25.705351964943688,2.000005006790161,39.980937,39.981096,116.286345,116.286564,1239523699.000001,1239523696.999996
003,030,1000,1200,lat39.97467680863827_lon116.27512887610227_t1239523200,41.5488288766568,2.9999990463256836,39.980937,39.981174,116.286345,116.286722,1239523699.000001,1239523696.000002
004,030,1000,1200,lat39.97467680863827_lon116.27512887610227_t1239523200,16.014220129866423,0.9999940395355225,39.981096,39.981174,116.286564,116.286722,1239523696.999996,1239523696.000002
000,003,1000,1200,lat39.96567860827834_lon116.27512887610227_t1239523200,0.0,0.0,39.974476,39.974476,116.279497,116.279497,1239523754.000003,1239523754.000003
000,004,1000,1200,lat39.96567860827834_lon116.27512887610227_t1239523200,48.03379559750704,2.999997854232788,39.974476,39.974182,116.279497,116.279084,1239523754.000003,1239523757.000001
000,030,1000,1200,lat39.96567860827834_lon116.27512887610227_t1239523200,15.537226103316677,1.000002145767212,39.974476,39.974577,116.279497,116.279623,1239523754.000003,1239523753.000001
003,004,1000,1200,lat39.96567860827834_lon116.27512887610227_t1239523200,48.03379559750704,2.999997854232788,39.974476,39.974182,116.279497,116.279084,1239523754.000003,1239523757.000001
003,030,1000,1200,lat39.96567860827834_lon116.27512887610227_t1239523200,15.537226103316677,1.000002145767212,39.974476,39.974577,116.279497,116.279623,1239523754.000003,1239523753.000001
004,030,1000,1200,lat39.96567860827834_lon116.27512887610227_t1239523200,63.55037126982821,4.0,39.974182,39.974577,116.279084,116.279623,1239523757.000001,1239523753.000001
000,003,1000,1200,lat39.96567860827834_lon116.26344343229715_t1239523200,0.0,0.0,39.971729,39.971729,116.274594,116.274594,1239523784.000001,1239523784.000001
000,004,1000,1200,lat39.96567860827834_lon116.26344343229715_t1239523200,36.512617591628434,2.000005006790161,39.971729,39.971914,116.274594,116.274948,1239523784.000001,1239523781.999996
000,030,1000,1200,lat39.96567860827834_lon116.26344343229715_t1239523200,53.09650750690972,2.999997854232788,39.971729,39.972017,116.274594,116.275091,1239523784.000001,1239523781.000003
003,004,1000,1200,lat39.96567860827834_lon116.26344343229715_t1239523200,36.512617591628434,2.000005006790161,39.971729,39.971914,116.274594,116.274948,1239523784.000001,1239523781.999996
003,030,1000,1200,lat39.96567860827834_lon116.26344343229715_t1239523200,53.09650750690972,2.999997854232788,39.971729,39.972017,116.274594,116.275091,1239523784.000001,1239523781.000003
004,030,1000,1200,lat39.96567860827834_lon116.26344343229715_t1239523200,16.723221061048132,0.999992847442627,39.971914,39.972017,116.274948,116.275091,1239523781.999996,1239523781.000003
000,003,1000,1200,lat39.95668040791841_lon116.26344343229715_t1239523200,0.0,0.0,39.965016,39.965016,116.268417,116.268417,1239523839.000003,1239523839.000003
000,004,1000,1200,lat39.95668040791841_lon116.26344343229715_t1239523200,38.8407968516166,2.000005006790161,39.965016,39.965365,116.268417,116.268398,1239523839.000003,1239523836.999998
000,030,1000,1200,lat39.95668040791841_lon116.26344343229715_t1239523200,55.772638458486085,3.000007152557373,39.965016,39.965514,116.268417,116.268339,1239523839.000003,1239523835.999996
003,004,1000,1200,lat39.95668040791841_lon116.26344343229715_t1239523200,38.8407968516166,2.000005006790161,39.965016,39.965365,116.268417,116.268398,1239523839.000003,1239523836.999998
003,030,1000,1200,lat39.95668040791841_lon116.26344343229715_t1239523200,55.772638458486085,3.000007152557373,39.965016,39.965514,116.268417,116.268339,1239523839.000003,1239523835.999996
004,030,1000,1200,lat39.95668040791841_lon116.26344343229715_t1239523200,17.314232779747844,1.000002145767212,39.965365,39.965514,116.268398,116.268339,1239523836.999998,1239523835.999996
000,003,1000,1200,lat39.947682207558486_lon116.26344343229715_t1239523200,0.0,0.0,39.956678,39.956678,116.269301,116.269301,1239523898.999999,1239523898.999999
000,004,1000,1200,lat39.947682207558486_lon116.26344343229715_t1239523200,20.08419012315148,2.999997854232788,39.956678,39.9565,116.269301,116.269261,1239523898.999999,1239523901.999997
000,030,1000,1200,lat39.947682207558486_lon116.26344343229715_t1239523200,6.669557107902423,1.0000019073486328,39.956678,39.956626,116.269301,116.269262,1239523898.999999,1239523900.000001
003,004,1000,1200,lat39.947682207558486_lon116.26344343229715_t1239523200,20.08419012315148,2.999997854232788,39.956678,39.9565,116.269301,116.269261,1239523898.999999,1239523901.999997
003,030,1000,1200,lat39.947682207558486_lon116.26344343229715_t1239523200,6.669557107902423,1.0000019073486328,39.956678,39.956626,116.269301,116.269262,1239523898.999999,1239523900.000001
004,030,1000,1200,lat39.947682207558486_lon116.26344343229715_t1239523200,14.010820020395993,1.9999959468841553,39.9565,39.956626,116.269261,116.269262,1239523901.999997,1239523900.000001
000,003,1000,1200,lat39.93868400719856_lon116.26344343229715_t1239523200,0.0,0.0,39.947427,39.947427,116.268217,116.268217,1239524013.999997,1239524013.999997
000,004,1000,1200,lat39.93868400719856_lon116.26344343229715_t1239523200,25.251984055013033,1.9999959468841553,39.947427,39.947645,116.268217,116.2683,1239524013.999997,1239524012.000001
000,030,1000,1200,lat39.93868400719856_lon116.26344343229715_t1239523200,25.909371333136278,1.9999959468841553,39.947427,39.947652,116.268217,116.268296,1239524013.999997,1239524012.000001
003,004,1000,1200,lat39.93868400719856_lon116.26344343229715_t1239523200,25.251984055013033,1.9999959468841553,39.947427,39.947645,116.268217,116.2683,1239524013.999997,1239524012.000001
003,030,1000,1200,lat39.93868400719856_lon116.26344343229715_t1239523200,25.909371333136278,1.9999959468841553,39.947427,39.947652,116.268217,116.268296,1239524013.999997,1239524012.000001
004,030,1000,1200,lat39.93868400719856_lon116.26344343229715_t1239523200,0.8497764826732549,0.0,39.947645,39.947652,116.2683,116.268296,1239524012.000001,1239524012.000001
000,003,1000,1200,lat39.92968580683863_lon116.26344343229715_t1239523200,0.0,0.0,39.938479,39.938479,116.267799,116.267799,1239524248.999997,1239524248.999997
000,004,1000,1200,lat39.92968580683863_lon116.26344343229715_t1239523200,22.871997357631866,1.9999959468841553,39.938479,39.938684,116.267799,116.267821,1239524248.999997,1239524247.000001
000,030,1000,1200,lat39.92968580683863_lon116.26344343229715_t1239523200,11.515105530715605,0.9999938011169434,39.938479,39.938582,116.267799,116.267785,1239524248.999997,1239524248.000003
003,004,1000,1200,lat39.92968580683863_lon116.26344343229715_t1239523200,22.871997357631866,1.9999959468841553,39.938479,39.938684,116.267799,116.267821,1239524248.999997,1239524247.000001
003,030,1000,1200,lat39.92968580683863_lon116.26344343229715_t1239523200,11.515105530715605,0.9999938011169434,39.938479,39.938582,116.267799,116.267785,1239524248.999997,1239524248.000003
004,030,1000,1200,lat39.92968580683863_lon116.26344343229715_t1239523200,11.749832079698487,1.000002145767212,39.938684,39.938582,116.267821,116.267785,1239524247.000001,1239524248.000003
000,003,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239523200,0.0,0.0,39.929433,39.929433,116.268766,116.268766,1239524359.000001,1239524359.000001
000,004,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239523200,25.615879957027158,2.0000040531158447,39.929433,39.929663,116.268766,116.268749,1239524359.000001,1239524356.999997
000,030,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239523200,25.30468282400889,2.0000040531158447,39.929433,39.92966,116.268766,116.268745,1239524359.000001,1239524356.999997
003,004,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239523200,25.615879957027158,2.0000040531158447,39.929433,39.929663,116.268766,116.268749,1239524359.000001,1239524356.999997
003,030,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239523200,25.30468282400889,2.0000040531158447,39.929433,39.92966,116.268766,116.268745,1239524359.000001,1239524356.999997
004,030,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239523200,0.47708358004757756,0.0,39.929663,39.92966,116.268749,116.268745,1239524356.999997,1239524356.999997
000,003,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239524400,0.0,0.0,39.923669,39.923669,116.268997,116.268997,1239524403.999998,1239524403.999998
000,004,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239524400,40.561189547892,1.9999949932098389,39.923669,39.924033,116.268997,116.269028,1239524403.999998,1239524402.000003
000,030,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239524400,57.95288785778928,2.999997138977051,39.923669,39.92419,116.268997,116.268979,1239524403.999998,1239524401.000001
003,004,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239524400,40.561189547892,1.9999949932098389,39.923669,39.924033,116.268997,116.269028,1239524403.999998,1239524402.000003
003,030,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239524400,57.95288785778928,2.999997138977051,39.923669,39.92419,116.268997,116.268979,1239524403.999998,1239524401.000001
004,030,1000,1200,lat39.9206876064787_lon116.26344343229715_t1239524400,17.950696673602796,1.000002145767212,39.924033,39.92419,116.269028,116.268979,1239524402.000003,1239524401.000001
000,003,1000,1200,lat39.911689406118775_lon116.26344343229715_t1239524400,0.0,0.0,39.920172,39.920172,116.26889,116.26889,1239524429.000003,1239524429.000003
